DEPTH_WMSF,HCGR,helper
364.236,50.6027,4
364.3884,47.258,4
364.5408,41.5579,4
364.6932,36.3473,4
364.8456,35.4008,4
364.998,37.1529,4
365.1504,37.8306,4
365.3028,38.3714,4
365.4552,37.141,4
365.6076,34.8934,4
365.76,33.6502,4
365.9124,33.4125,4
366.0648,33.8425,4
366.2172,32.702,4
366.3696,31.3259,4
366.522,29.1389,4
366.6744,27.5356,4
366.8268,27.6483,4
366.9792,25.6274,4
367.1316,24.0312,4
367.284,23.6606,4
367.4364,25.636,4
367.5888,29.5136,4
367.7412,32.1124,4
367.8936,33.7365,4
368.046,32.6009,4
368.1984,30.8806,4
368.3508,29.1619,4
368.5032,28.9273,4
368.6556,30.2296,4
368.808,31.1307,4
368.9604,32.0424,4
369.1128,30.6672,4
369.2652,30.6053,4
369.4176,30.7354,4
369.57,32.2052,4
369.7224,32.7588,4
369.8748,31.7711,4
370.0272,31.1689,4
370.1796,29.258,4
370.332,28.8067,4
370.4844,27.7212,4
370.6368,26.4636,4
370.7892,25.5824,4
370.9416,25.1872,4
371.094,25.6654,4
371.2464,26.4936,4
371.3988,26.2928,4
371.5512,27.5962,4
371.7036,27.3998,4
371.856,28.2176,4
372.0084,29.0909,4
372.1608,29.4007,4
372.3132,28.4434,4
372.4656,28.5627,4
372.618,29.7813,4
372.7704,32.5688,4
372.9228,36.5795,4
373.0752,41.1319,4
373.2276,42.8607,4
373.38,44.0512,4
373.5324,44.4999,4
373.6848,40.4784,4
373.8372,35.1568,4
373.9896,30.4735,4
374.142,30.2097,4
374.2944,30.2498,4
374.4468,31.1375,4
374.5992,31.4419,4
374.7516,30.7539,4
374.904,30.0472,4
375.0564,30.8799,4
375.2088,31.9336,4
375.3612,35.0095,4
375.5136,37.9684,4
375.666,39.693,4
375.8184,38.3256,4
375.9708,38.4899,4
376.1232,40.2725,4
376.2756,42.4989,4
376.428,43.6619,4
376.5804,43.5656,4
376.7328,40.7238,4
376.8852,38.7401,4
377.0376,38.035,4
377.19,36.9157,4
377.3424,37.6683,4
377.4948,37.1185,4
377.6472,36.5373,4
377.7996,35.9626,4
377.952,36.4777,4
378.1044,37.3797,4
378.2568,38.6066,4
378.4092,39.6754,4
378.5616,39.2515,4
378.714,38.424,4
378.8664,37.7589,4
379.0188,39.5029,4
379.1712,39.9436,4
379.3236,39.1712,4
379.476,39.1257,4
379.6284,39.2418,4
379.7808,41.5238,4
379.9332,44.6884,4
380.0856,44.883,5
380.238,42.8637,5
380.3904,38.8684,5
380.5428,38.3396,5
380.6952,36.5643,5
380.8476,38.3522,5
381,40.1029,5
381.1524,42.6006,5
381.3048,43.0245,5
381.4572,41.6122,5
381.6096,37.6873,5
381.762,34.4383,5
381.9144,32.6482,5
382.0668,31.747,5
382.2192,31.8164,5
382.3716,31.0832,5
382.524,30.308,5
382.6764,28.6071,5
382.8288,26.9257,5
382.9812,24.3186,5
383.1336,22.5042,5
383.286,22.49,5
383.4384,22.2411,5
383.5908,22.4519,5
383.7432,19.8745,5
383.8956,19.8098,5
384.048,19.032,5
384.2004,18.3402,5
384.3528,16.9261,5
384.5052,17.1027,5
384.6576,19.1553,5
384.81,21.8178,5
384.9624,24.6796,5
385.1148,26.0903,5
385.2672,24.8018,5
385.4196,24.95,5
385.572,25.0999,5
385.7244,24.5727,5
385.8768,25.8499,5
386.0292,26.2913,5
386.1816,25.7914,5
386.334,23.6299,5
386.4864,23.0742,5
386.6388,24.2529,5
386.7912,25.2605,5
386.9436,25.7581,5
387.096,24.1432,5
387.2484,21.1305,5
387.4008,18.8661,5
387.5532,16.6112,5
387.7056,14.9581,5
387.858,13.602,5
388.0104,15.0163,5
388.1628,13.6389,5
388.3152,10.8802,5
388.4676,10.3391,5
388.62,10.5244,5
388.7724,10.6091,5
388.9248,8.8793,5
389.0772,9.1258,5
389.2296,9.6458,5
389.382,9.8547,5
389.5344,11.1916,5
389.6868,11.4893,5
389.8392,14.2225,5
389.9916,17.1909,5
390.144,20.8924,5
390.2964,21.8223,5
390.4488,23.2965,5
390.6012,24.0943,5
390.7536,22.7241,5
390.906,21.8224,5
391.0584,21.3726,5
391.2108,20.473,5
391.3632,19.3841,5
391.5156,17.1848,5
391.668,15.0796,5
391.8204,13.2557,5
391.9728,12.0775,5
392.1252,11.694,5
392.2776,11.6913,5
392.43,11.2793,5
392.5824,10.7639,5
392.7348,10.5909,5
392.8872,10.3081,5
393.0396,10.7116,5
393.192,12.1572,5
393.3444,13.6497,5
393.4968,13.8673,5
393.6492,13.9633,5
393.8016,14.0661,5
393.954,12.892,5
394.1064,12.1699,5
394.2588,12.4431,5
394.4112,13.3791,5
394.5636,14.3788,5
394.716,14.1411,5
394.8684,13.127,5
395.0208,11.7611,5
395.1732,11.575,5
395.3256,11.5651,5
395.478,11.224,5
395.6304,11.7275,5
395.7828,12.3026,5
395.9352,11.7884,5
396.0876,10.9123,5
396.24,9.5479,5
396.3924,9.0145,5
396.5448,9.0507,5
396.6972,8.7533,5
396.8496,8.0012,5
397.002,7.0746,5
397.1544,7.9092,5
397.3068,9.2718,5
397.4592,10.1495,5
397.6116,10.1228,5
397.764,9.3279,5
397.9164,8.8646,5
398.0688,8.5317,5
398.2212,7.9902,5
398.3736,7.2686,5
398.526,6.9804,5
398.6784,6.7515,5
398.8308,5.8416,5
398.9832,5.3091,5
399.1356,5.5215,5
399.288,6.2155,5
399.4404,6.4963,5
399.5928,6.5683,5
399.7452,6.9872,5
399.8976,7.3854,5
400.05,7.9267,5
400.2024,8.3968,5
400.3548,8.789,5
400.5072,10.3375,5
400.6596,11.955,5
400.812,12.151,5
400.9644,11.0496,5
401.1168,10.4138,5
401.2692,10.8114,5
401.4216,11.0221,5
401.574,11.4581,5
401.7264,11.4957,5
401.8788,11.2293,5
402.0312,11.794,5
402.1836,11.8763,5
402.336,11.5321,5
402.4884,10.954,5
402.6408,11.1483,5
402.7932,10.7324,5
402.9456,10.0056,5
403.098,8.8691,5
403.2504,8.1626,5
403.4028,8.2202,5
403.5552,7.9861,5
403.7076,8.1335,5
403.86,8.6944,5
404.0124,9.6243,5
404.1648,9.7451,5
404.3172,9.3792,5
404.4696,8.8223,5
404.622,7.7091,5
404.7744,7.2303,5
404.9268,6.3937,5
405.0792,6.8219,5
405.2316,7.7985,5
405.384,8.5209,5
405.5364,9.3976,5
405.6888,9.489,5
405.8412,10.0508,5
405.9936,11.3009,5
406.146,11.319,5
406.2984,12.1588,5
406.4508,12.4023,5
406.6032,12.7423,5
406.7556,12.3971,5
406.908,11.4355,5
407.0604,11.3931,5
407.2128,10.3668,5
407.3652,9.433,5
407.5176,9.0973,5
407.67,8.3904,5
407.8224,10.0128,5
407.9748,11.6302,5
408.1272,13.3286,5
408.2796,14.0407,5
408.432,13.8404,5
408.5844,13.0878,5
408.7368,11.8501,5
408.8892,12.1884,5
409.0416,12.5777,5
409.194,13.0453,5
409.3464,13.8933,5
409.4988,12.4042,5
409.6512,11.2277,5
409.8036,10.3551,5
409.956,10.4465,5
410.1084,10.3328,5
410.2608,10.427,5
410.4132,10.5394,5
410.5656,10.6538,5
410.718,12.3155,5
410.8704,12.8385,5
411.0228,11.9952,5
411.1752,11.4839,5
411.3276,11.9975,5
411.48,11.7416,5
411.6324,12.8203,5
411.7848,14.108,5
411.9372,14.4824,5
412.0896,14.6367,5
412.242,15.2997,5
412.3944,14.7268,5
412.5468,12.8779,5
412.6992,11.6032,5
412.8516,11.2816,5
413.004,10.4676,5
413.1564,9.5833,5
413.3088,9.4992,5
413.4612,8.0931,5
413.6136,6.4137,5
413.766,4.6037,5
413.9184,3.9445,5
414.0708,3.8554,5
414.2232,5.3506,5
414.3756,6.2275,5
414.528,8.2522,5
414.6804,8.2319,5
414.8328,9.0969,5
414.9852,9.5062,5
415.1376,9.4576,5
415.29,10.5059,5
415.4424,12.9559,5
415.5948,14.4007,5
415.7472,14.1078,5
415.8996,13.2393,5
416.052,11.6851,5
416.2044,10.3187,5
416.3568,10.8103,5
416.5092,11.5091,5
416.6616,11.475,5
416.814,10.4415,5
416.9664,9.8038,5
417.1188,9.0609,5
417.2712,9.6894,5
417.4236,10.1508,5
417.576,10.089,5
417.7284,11.54,5
417.8808,12.6994,5
418.0332,13.2692,5
418.1856,13.0506,5
418.338,12.7241,5
418.4904,13.245,5
418.6428,13.9047,5
418.7952,14.4458,5
418.9476,14.5773,5
419.1,14.5765,5
419.2524,14.5741,5
419.4048,14.5734,5
419.5572,14.5743,5
419.7096,14.5758,5
419.862,14.5737,5
420.0144,14.5698,5
420.1668,14.5654,5
420.3192,14.5643,5
420.4716,14.5644,5
420.624,14.5603,5
420.7764,14.5493,5
420.9288,14.5368,5
421.0812,14.5282,5
421.2336,14.5255,5
421.386,14.5256,5
421.5384,14.527,5
421.6908,14.5279,5
421.8432,14.5243,5
421.9956,14.5179,5
422.148,14.5101,5
422.3004,14.4996,5
422.4528,14.4832,5
422.6052,14.4629,5
422.7576,14.4406,5
422.91,14.4204,5
423.0624,14.4024,5
423.2148,14.3918,5
423.3672,14.3846,5
423.5196,14.3756,5
423.672,14.3626,5
423.8244,14.3488,5
423.9768,14.3385,5
424.1292,14.3314,5
424.2816,14.3248,5
424.434,14.3188,5
424.5864,14.3122,5
424.7388,14.3056,5
424.8912,14.2971,5
425.0436,14.287,5
425.196,14.2727,5
425.3484,14.2529,5
425.5008,14.2237,5
425.6532,14.1873,5
425.8056,14.1549,5
425.958,14.1362,5
426.1104,14.1264,5
426.2628,14.1146,5
426.4152,14.0964,5
426.5676,14.0791,5
426.72,14.0586,5
426.8724,14.0371,5
427.0248,14.0113,5
427.1772,13.9902,5
427.3296,13.9644,5
427.482,13.9421,5
427.6344,13.9187,5
427.7868,13.9029,5
427.9392,13.8929,5
428.0916,13.8892,5
428.244,13.8889,5
428.3964,13.8867,5
428.5488,13.886,5
428.7012,13.881,5
428.8536,13.8649,5
429.006,13.842,5
429.1584,13.822,5
429.3108,13.8096,5
429.4632,13.802,5
429.6156,13.7975,5
429.768,13.7979,5
429.9204,13.7988,5
430.0728,13.7971,5
430.2252,13.7951,5
430.3776,13.7951,5
430.53,13.7971,5
430.6824,13.7995,5
430.8348,13.7974,5
430.9872,13.7856,5
431.1396,13.7715,5
431.292,13.7611,5
431.4444,13.7567,5
431.5968,13.7276,5
431.7492,13.6832,5
431.9016,13.639,5
432.054,13.6216,5
432.2064,13.6203,5
432.3588,13.6217,5
432.5112,12.9297,5
432.6636,11.3396,5
432.816,9.5235,5
432.9684,8.4007,5
