"","depth_mm","Ti"
"X1765",176.4,1.67816091954023
"X1766",176.5,1.50967741935484
"X1767",176.6,1.5875
"X1768",176.7,1.61702127659574
"X1769",176.8,1.55421686746988
"X1770",176.9,1.61538461538462
"X1771",177,1.55244755244755
"X1772",177.1,1.53378378378378
"X1773",177.2,1.52447552447552
"X1774",177.3,1.63013698630137
"X1775",177.4,1.66423357664234
"X1776",177.5,1.50359712230216
"X1777",177.6,1.59154929577465
"X1778",177.7,1.49044585987261
"X1779",177.8,1.48920863309353
"X1780",177.9,1.39583333333333
"X1781",178,1.68148148148148
"X1782",178.1,1.55
"X1783",178.2,1.58823529411765
"X1784",178.3,1.46853146853147
"X1785",178.4,1.54109589041096
"X1786",178.5,1.46621621621622
"X1787",178.6,1.60248447204969
"X1788",178.7,1.5472972972973
"X1789",178.8,1.59459459459459
"X1790",178.9,1.45578231292517
"X1791",179,1.71779141104294
"X1792",179.1,1.87341772151899
"X1793",179.2,1.66666666666667
"X1794",179.3,1.75949367088608
"X1795",179.4,1.90123456790123
"X1796",179.5,1.70588235294118
"X1797",179.6,1.55555555555556
"X1798",179.7,1.52229299363057
"X1799",179.8,1.68023255813953
"X1800",179.9,1.74509803921569
"X1801",180,1.65243902439024
"X1802",180.1,1.86184210526316
"X1803",180.2,1.61818181818182
"X1804",180.3,1.67088607594937
"X1805",180.4,1.57594936708861
"X1806",180.5,1.73972602739726
"X1807",180.6,1.79874213836478
"X1808",180.7,1.86
"X1809",180.8,1.70114942528736
"X1810",180.9,2.08092485549133
"X1811",181,1.92982456140351
"X1812",181.1,1.91111111111111
"X1813",181.2,1.76111111111111
"X1814",181.3,1.78313253012048
"X1815",181.4,1.74522292993631
"X1816",181.5,1.71612903225806
"X1817",181.6,1.92441860465116
"X1818",181.7,1.80110497237569
"X1819",181.8,1.67142857142857
"X1820",181.9,1.79768786127168
"X1821",182,1.84
"X1822",182.1,1.94152046783626
"X1823",182.2,1.99421965317919
"X1824",182.3,1.90957446808511
"X1825",182.4,1.94082840236686
"X1826",182.5,2.01036269430052
"X1827",182.6,1.99473684210526
"X1828",182.7,1.83243243243243
"X1829",182.8,1.6505376344086
"X1830",182.9,1.57386363636364
"X1831",183,1.9027027027027
"X1832",183.1,1.94871794871795
"X1833",183.2,1.97340425531915
"X1834",183.3,1.83333333333333
"X1835",183.4,1.89204545454545
"X1836",183.5,1.91176470588235
"X1837",183.6,1.96791443850267
"X1838",183.7,1.76687116564417
"X1839",183.8,1.57228915662651
"X1840",183.9,1.73456790123457
"X1841",184,1.86503067484663
"X1842",184.1,1.56172839506173
"X1843",184.2,1.70198675496689
"X1844",184.3,1.75974025974026
"X1845",184.4,1.49152542372881
"X1846",184.5,1.83132530120482
"X1847",184.6,1.64942528735632
"X1848",184.7,1.86046511627907
"X1849",184.8,1.90710382513661
"X1850",184.9,1.83529411764706
"X1851",185,1.96590909090909
"X1852",185.1,1.73595505617978
"X1853",185.2,1.70807453416149
"X1854",185.3,1.65384615384615
"X1855",185.4,1.83417085427136
"X1856",185.5,1.70879120879121
"X1857",185.6,1.80310880829016
"X1858",185.7,1.70652173913043
"X1859",185.8,1.80851063829787
"X1860",185.9,1.8159509202454
"X1861",186,1.74712643678161
"X1862",186.1,2.08928571428571
"X1863",186.2,1.62631578947368
"X1864",186.3,1.85798816568047
"X1865",186.4,2.04878048780488
"X1866",186.5,2.05487804878049
"X1867",186.6,1.63186813186813
"X1868",186.7,1.62285714285714
"X1869",186.8,1.69047619047619
"X1870",186.9,1.84939759036145
"X1871",187,1.82183908045977
"X1872",187.1,1.70520231213873
"X1873",187.2,1.86549707602339
"X1874",187.3,1.76300578034682
"X1875",187.4,1.81111111111111
"X1876",187.5,1.86111111111111
"X1877",187.6,1.87709497206704
"X1878",187.7,1.85964912280702
"X1879",187.8,1.87362637362637
"X1880",187.9,1.98901098901099
"X1881",188,1.82702702702703
"X1882",188.1,1.84472049689441
"X1883",188.2,1.81578947368421
"X1884",188.3,1.96174863387978
"X1885",188.4,1.94285714285714
"X1886",188.5,1.79888268156425
"X1887",188.6,1.68965517241379
"X1888",188.7,1.77173913043478
"X1889",188.8,1.92261904761905
"X1890",188.9,1.73248407643312
"X1891",189,1.81176470588235
"X1892",189.1,1.8972972972973
"X1893",189.2,1.78488372093023
"X1894",189.3,1.82352941176471
"X1895",189.4,1.65895953757225
"X1896",189.5,1.79558011049724
"X1897",189.6,1.84180790960452
"X1898",189.7,1.83720930232558
"X1899",189.8,1.68072289156627
"X1900",189.9,1.86885245901639
"X1901",190,1.84117647058824
"X1902",190.1,1.89830508474576
"X1903",190.2,2.03763440860215
"X1904",190.3,1.97126436781609
"X1905",190.4,1.91489361702128
"X1906",190.5,2.08426966292135
"X1907",190.6,2.19883040935673
"X1908",190.7,2.23783783783784
"X1909",190.8,1.97282608695652
"X1910",190.9,2.05294117647059
"X1911",191,2.21666666666667
"X1912",191.1,2.33502538071066
"X1913",191.2,2.23404255319149
"X1914",191.3,2.18032786885246
"X1915",191.4,2.23684210526316
"X1916",191.5,2.18716577540107
"X1917",191.6,2.12865497076023
"X1918",191.7,2.18421052631579
"X1919",191.8,2.34895833333333
"X1920",191.9,2.55729166666667
"X1921",192,2.15384615384615
"X1922",192.1,2.2979797979798
"X1923",192.2,2.20197044334975
"X1924",192.3,2.21978021978022
"X1925",192.4,2.27461139896373
"X1926",192.5,2.25603864734299
"X1927",192.6,2.18274111675127
"X1928",192.7,2.16748768472906
"X1929",192.8,1.93298969072165
"X1930",192.9,2.18536585365854
"X1931",193,2.27717391304348
"X1932",193.1,2.10471204188482
"X1933",193.2,2.125
"X1934",193.3,1.99014778325123
"X1935",193.4,2.12371134020619
"X1936",193.5,2.30143540669856
"X1937",193.6,2.43119266055046
"X1938",193.7,2.56585365853659
"X1939",193.8,2.3495145631068
"X1940",193.9,2.46118721461187
"X1941",194,2.25925925925926
"X1942",194.1,2.34905660377358
"X1943",194.2,2.56108597285068
"X1944",194.3,2.40182648401826
"X1945",194.4,3.28879310344828
"X1946",194.5,2.9581589958159
"X1947",194.6,3.4149377593361
"X1948",194.7,3.43589743589744
"X1949",194.8,3.83122362869198
"X1950",194.9,3.81739130434783
"X1951",195,3.83606557377049
"X1952",195.1,3.825
"X1953",195.2,3.31223628691983
"X1954",195.3,3.75313807531381
"X1955",195.4,3.86192468619247
"X1956",195.5,3.86160714285714
"X1957",195.6,4.27467811158798
"X1958",195.7,4.01239669421488
"X1959",195.8,4.30735930735931
"X1960",195.9,4.72173913043478
"X1961",196,4.79039301310044
"X1962",196.1,5.20089285714286
"X1963",196.2,5.40888888888889
"X1964",196.3,5.23893805309735
"X1965",196.4,5.24782608695652
"X1966",196.5,5.65638766519824
"X1967",196.6,4.88429752066116
"X1968",196.7,4.91880341880342
"X1969",196.8,5.40528634361233
"X1970",196.9,4.86324786324786
"X1971",197,5.79017857142857
"X1972",197.1,4.71244635193133
"X1973",197.2,5.18222222222222
"X1974",197.3,4.8640350877193
"X1975",197.4,5.38222222222222
"X1976",197.5,5.04032258064516
"X1977",197.6,5.6404958677686
"X1978",197.7,5.23577235772358
"X1979",197.8,5.72314049586777
"X1980",197.9,5.54471544715447
"X1981",198,5.18067226890756
"X1982",198.1,5.40425531914894
"X1983",198.2,4.775
"X1984",198.3,4.61637931034483
"X1985",198.4,4.32786885245902
"X1986",198.5,4.975
"X1987",198.6,5.73461538461538
"X1988",198.7,6.27099236641221
"X1989",198.8,6.3587786259542
"X1990",198.9,6.44106463878327
"X1991",199,7.21348314606742
"X1992",199.1,8.26217228464419
"X1993",199.2,8.15355805243446
"X1994",199.3,7.41509433962264
"X1995",199.4,7.30970149253731
"X1996",199.5,6.75471698113208
"X1997",199.6,6.20224719101124
"X1998",199.7,6.0634328358209
"X1999",199.8,5.37827715355805
"X2000",199.9,5.52808988764045
"X2001",200,5.86872586872587
"X2002",200.1,5.84790874524715
"X2003",200.2,5.67547169811321
"X2004",200.3,5.18250950570342
"X2005",200.4,5.54545454545455
"X2006",200.5,5.28294573643411
"X2007",200.6,5.6412213740458
"X2008",200.7,6.08300395256917
"X2009",200.8,6.4149377593361
"X2010",200.9,6.63111111111111
