"","depth_mm","Ti"
"639",60.61,4.19161676646707
"640",60.705,4.03977272727273
"641",60.8,4.67455621301775
"642",60.895,4.15028901734104
"643",60.99,4.41860465116279
"644",61.085,4.19298245614035
"645",61.18,4.41860465116279
"646",61.275,4.28651685393258
"647",61.37,4.46783625730994
"648",61.465,4.54651162790698
"649",61.56,4.83720930232558
"650",61.655,4.78977272727273
"651",61.75,4.49438202247191
"652",61.845,4.70175438596491
"653",61.94,5.2816091954023
"654",62.035,5.01724137931035
"655",62.13,5.11176470588235
"656",62.225,5.34302325581395
"657",62.32,5.51479289940828
"658",62.415,5.81460674157303
"659",62.51,5.59171597633136
"660",62.605,5.6145251396648
"661",62.7,5.80225988700565
"662",62.795,5.66292134831461
"663",62.89,5.77966101694915
"664",62.985,6.10734463276836
"665",63.08,5.72413793103448
"666",63.175,5.62359550561798
"667",63.27,6.15
"668",63.365,5.70224719101124
"669",63.46,6.01675977653631
"670",63.555,6.06629834254144
"671",63.65,5.84090909090909
"672",63.745,6.31818181818182
"673",63.84,6.15083798882682
"674",63.935,6.03370786516854
"675",64.03,6.1875
"676",64.125,5.80571428571429
"677",64.22,6.15909090909091
"678",64.315,6.20670391061453
"679",64.41,6.54189944134078
"680",64.505,7.20555555555556
"681",64.6,6.67777777777778
"682",64.695,6.37142857142857
"683",64.79,6.77714285714286
"684",64.885,6.16759776536313
"685",64.98,6.59217877094972
"686",65.075,7.09497206703911
"687",65.17,6.88333333333333
"688",65.265,6.77900552486188
"689",65.36,7.31491712707182
"690",65.455,7.4475138121547
"691",65.55,7.03314917127072
"692",65.645,6.93370165745856
"693",65.74,7.04972375690608
"694",65.835,7.01657458563536
"695",65.93,7.22651933701657
"696",66.025,7.57222222222222
"697",66.12,7.03333333333333
"698",66.215,7.07182320441989
"699",66.31,6.60773480662983
"700",66.405,6.87222222222222
"701",66.5,7.50276243093923
"702",66.595,7.83333333333333
"703",66.69,7.68333333333333
"704",66.785,7.37016574585635
"705",66.88,7.70718232044199
"706",66.975,7.28333333333333
"707",67.07,7.66298342541436
"708",67.165,7.21666666666667
"709",67.26,7.40555555555556
"710",67.355,7.20994475138122
"711",67.45,7.3646408839779
"712",67.545,7.76666666666667
"713",67.64,7.23204419889503
"714",67.735,7.59116022099448
"715",67.83,6.63333333333333
"716",67.925,7.13259668508287
"717",68.02,7.12154696132597
"718",68.115,7.19337016574586
"719",68.21,7.47222222222222
"720",68.305,7.21546961325967
"721",68.4,7.6353591160221
"722",68.495,7.65193370165746
"723",68.59,7.34806629834254
"724",68.685,7.80662983425414
"725",68.78,8.06629834254144
"726",68.875,7.92265193370166
"727",68.97,7.81767955801105
"728",69.065,8.01104972375691
"729",69.16,7.9060773480663
"730",69.255,7.93333333333333
"731",69.35,7.95027624309392
"732",69.445,7.37777777777778
"733",69.54,7.79558011049724
"734",69.635,7.86111111111111
"735",69.73,7.65193370165746
"736",69.825,7.72375690607735
"737",69.92,7.79005524861878
"738",70.015,7.82872928176796
"739",70.11,7.47513812154696
"740",70.205,7.13888888888889
"741",70.3,7.63333333333333
"742",70.395,7.83425414364641
"743",70.49,7.46666666666667
"744",70.585,7.27624309392265
"745",70.68,7.55
"746",70.775,7.72777777777778
"747",70.87,7.70718232044199
"748",70.965,7.46666666666667
"749",71.06,7.3646408839779
"750",71.155,7.38121546961326
"751",71.25,8.56906077348066
"752",71.345,7.76795580110497
"753",71.44,7.90055248618784
"754",71.535,7.69613259668508
"755",71.63,7.64088397790055
"756",71.725,7.62983425414365
"757",71.82,7.88397790055249
"758",71.915,8.20994475138122
"759",72.01,7.98342541436464
"760",72.105,7.78453038674033
"761",72.2,7.65555555555556
"762",72.295,7.92265193370166
"763",72.39,7.54444444444444
"764",72.485,7.65745856353591
"765",72.58,7.24444444444444
"766",72.675,7.5414364640884
"767",72.77,8.13259668508287
"768",72.865,7.55801104972376
"769",72.96,7.09944751381216
"770",73.055,7.74033149171271
"771",73.15,7.61878453038674
"772",73.245,7.22346368715084
"773",73.34,8.22651933701657
"774",73.435,7.70165745856354
"775",73.53,7.1767955801105
"776",73.625,7.52486187845304
"777",73.72,7.29834254143646
"778",73.815,8.35955056179775
"779",73.91,8.03867403314917
"780",74.005,6.86740331491713
"781",74.1,6.69613259668508
"782",74.195,7.10497237569061
"783",74.29,7.11111111111111
"784",74.385,7.28176795580111
"785",74.48,6.75555555555556
"786",74.575,7.11173184357542
"787",74.67,6.91666666666667
"788",74.765,6.81111111111111
"789",74.86,6.78888888888889
"790",74.955,7.60112359550562
"791",75.05,7.10497237569061
"792",75.145,6.56353591160221
"793",75.24,6.94915254237288
"794",75.335,6.69444444444444
"795",75.43,6.6536312849162
"796",75.525,6.78212290502793
"797",75.62,6.96111111111111
"798",75.715,6.70718232044199
"799",75.81,6.43575418994413
"800",75.905,6.85635359116022
"801",76,6.88826815642458
"802",76.095,6.49438202247191
"803",76.19,6.58659217877095
"804",76.285,6.25842696629214
"805",76.38,6.71270718232044
"806",76.475,5.80898876404494
"807",76.57,6.62011173184358
"808",76.665,6.16477272727273
"809",76.76,6.32163742690059
"810",76.855,6.5406976744186
"811",76.95,6.28651685393258
"812",77.045,6.01123595505618
"813",77.14,5.98863636363636
"814",77.235,5.97076023391813
"815",77.33,5.88304093567251
"816",77.425,6.04022988505747
"817",77.52,5.82558139534884
"818",77.615,5.39428571428571
"819",77.71,6.21142857142857
"820",77.805,6.13372093023256
"821",77.9,6.34705882352941
"822",77.995,6.13333333333333
"823",78.09,6.23563218390805
"824",78.185,5.52906976744186
"825",78.28,6.10285714285714
"826",78.375,5.52631578947368
"827",78.47,5.61988304093567
"828",78.565,5.6242774566474
"829",78.66,5.54022988505747
"830",78.755,6.09090909090909
"831",78.85,5.4393063583815
"832",78.945,6.11111111111111
"833",79.04,6.21604938271605
"834",79.135,5.59649122807018
"835",79.23,5.66666666666667
"836",79.325,4.93491124260355
"837",79.42,5.2189349112426
"838",79.515,5.3
"839",79.61,5.23668639053254
"840",79.705,5.39751552795031
"841",79.8,5.1144578313253
"842",79.895,5.35185185185185
"843",79.99,5.03896103896104
"844",80.085,4.96319018404908
"845",80.18,4.96341463414634
"846",80.275,4.98757763975155
"847",80.37,4.87417218543046
"848",80.465,4.56774193548387
"849",80.56,4.99328859060403
"850",80.655,4.73469387755102
"851",80.75,4.67763157894737
"852",80.845,4.7516339869281
"853",80.94,4.87837837837838
"854",81.035,4.66428571428571
"855",81.13,4.52027027027027
"856",81.225,4.44871794871795
"857",81.32,4.8843537414966
"858",81.415,4.43055555555556
"859",81.51,4.34027777777778
"860",81.605,4.15862068965517
"861",81.7,4.60144927536232
"862",81.795,4.36231884057971
"863",81.89,4.44776119402985
"864",81.985,4.15873015873016
"865",82.08,3.68055555555556
"866",82.175,4.16030534351145
"867",82.27,3.93700787401575
"868",82.365,4.37692307692308
"869",82.46,4.32575757575758
"870",82.555,4.04724409448819
"871",82.65,3.99253731343284
"872",82.745,3.904
"873",82.84,4.03418803418803
"874",82.935,3.656
"875",83.03,3.625
"876",83.125,3.4609375
"877",83.22,3.21259842519685
"878",83.315,3.57664233576642
"879",83.41,3.22222222222222
"880",83.505,3.55384615384615
"881",83.6,3.09489051094891
"882",83.695,3.44
"883",83.79,2.93798449612403
"884",83.885,3.49275362318841
"885",83.98,3.1056338028169
"886",84.075,2.91111111111111
"887",84.17,2.89344262295082
"888",84.265,2.74615384615385
"889",84.36,2.73553719008264
"890",84.455,2.67692307692308
"891",84.55,2.53968253968254
"892",84.645,2.70542635658915
"893",84.74,2.85925925925926
"894",84.835,2.75968992248062
"895",84.93,2.61068702290076
"896",85.025,2.6484375
"897",85.12,2.63503649635036
"898",85.215,2.90839694656489
"899",85.31,2.88372093023256
"900",85.405,2.671875
"901",85.5,3.09756097560976
"902",85.595,2.88461538461538
"903",85.69,2.81481481481481
"904",85.785,2.68548387096774
"905",85.88,2.75384615384615
"906",85.975,2.72932330827068
"907",86.07,2.8695652173913
"908",86.165,2.93283582089552
"909",86.26,2.94488188976378
"910",86.355,2.59398496240602
"911",86.45,3.17213114754098
"912",86.545,3.2734375
"913",86.64,2.85714285714286
"914",86.735,2.97674418604651
"915",86.83,3.17424242424242
"916",86.925,3.08620689655172
"917",87.02,2.72222222222222
"918",87.115,2.62096774193548
"919",87.21,2.70992366412214
"920",87.305,3.08148148148148
"921",87.4,3.2089552238806
"922",87.495,3.06666666666667
"923",87.59,2.75912408759124
"924",87.685,2.88549618320611
"925",87.78,2.88235294117647
"926",87.875,2.80851063829787
"927",87.97,2.74305555555556
"928",88.065,3.06666666666667
"929",88.16,3.34586466165414
"930",88.255,2.93430656934307
"931",88.35,2.71830985915493
"932",88.445,2.73287671232877
"933",88.54,2.60431654676259
"934",88.635,3.07534246575342
"935",88.73,3.18518518518519
"936",88.825,2.73722627737226
"937",88.92,2.98581560283688
"938",89.015,3.2089552238806
"939",89.11,2.96478873239437
"940",89.205,2.89189189189189
"941",89.3,2.95588235294118
"942",89.395,2.90604026845638
"943",89.49,3.27922077922078
"944",89.585,2.94
