"DEPTH_WMSF","HCGR"
195.3768,0.898
195.5292,0.9345
195.6816,2.8266
195.834,3.9497
195.9864,4.2064
196.1388,3.8789
196.2912,4.3375
196.4436,4.1893
196.596,4.4746
196.7484,4.3284
196.9008,4.0307
197.0532,4.4736
197.2056,4.5744
197.358,3.4657
197.5104,3.2995
197.6628,2.6912
197.8152,2.1482
197.9676,2.0109
198.12,2.1041
198.2724,1.888
198.4248,1.8387
198.5772,2.4775
198.7296,2.553
198.882,2.7212
199.0344,3.1177
199.1868,3.7397
199.3392,4.4944
199.4916,3.9841
199.644,4.0359
199.7964,4.3316
199.9488,5.3472
200.1012,6.7886
200.2536,7.123
200.406,8.5378
200.5584,9.1233
200.7108,8.2709
200.8632,6.9606
201.0156,6.9204
201.168,7.506
201.3204,8.664
201.4728,8.4007
201.6252,7.9599
201.7776,8.1225
201.93,8.2681
202.0824,7.8066
202.2348,7.5693
202.3872,8.3701
202.5396,7.6308
202.692,8.0878
202.8444,7.7018
202.9968,7.5927
203.1492,7.8041
203.3016,7.2858
203.454,6.023
203.6064,4.7989
203.7588,5.444
203.9112,5.4297
204.0636,5.2297
204.216,5.2429
204.3684,5.0122
204.5208,5.1752
204.6732,5.2808
204.8256,6.2579
204.978,6.4541
205.1304,6.0957
205.2828,6.0463
205.4352,5.7917
205.5876,5.6395
205.74,5.1755
205.8924,6.2649
206.0448,6.4668
206.1972,7.3981
206.3496,7.1774
206.502,6.7573
206.6544,6.3229
206.8068,6.3647
206.9592,7.63
207.1116,8.5216
207.264,8.6371
207.4164,9.4819
207.5688,8.9755
207.7212,8.3701
207.8736,7.5
208.026,7.7189
208.1784,7.8276
208.3308,7.3853
208.4832,7.0276
208.6356,5.0506
208.788,3.7925
208.9404,3.6746
209.0928,3.4447
209.2452,2.6605
209.3976,2.4603
209.55,2.4564
209.7024,2.3545
209.8548,2.804
210.0072,3.2354
210.1596,3.3952
210.312,3.445
210.4644,3.8755
210.6168,4.4672
210.7692,4.1827
210.9216,4.0715
211.074,4.6027
