"","depth_mm","Si"
"X1761",176,2.34615384615385
"X1762",176.1,2.22608695652174
"X1763",176.2,2.35744680851064
"X1764",176.3,2.11111111111111
"X1765",176.4,2.23788546255507
"X1766",176.5,2.31506849315068
"X1767",176.6,2.35217391304348
"X1768",176.7,2.07906976744186
"X1769",176.8,2.22317596566524
"X1770",176.9,2.04444444444444
"X1771",177,2.2511013215859
"X1772",177.1,2.19545454545455
"X1773",177.2,2.28260869565217
"X1774",177.3,2.24401913875598
"X1775",177.4,2.22368421052632
"X1776",177.5,2.31555555555556
"X1777",177.6,2.12389380530973
"X1778",177.7,2.14414414414414
"X1779",177.8,2.11304347826087
"X1780",177.9,2.39495798319328
"X1781",178,2.12888888888889
"X1782",178.1,2.16964285714286
"X1783",178.2,2.16129032258065
"X1784",178.3,2.22943722943723
"X1785",178.4,2.30593607305936
"X1786",178.5,2.25581395348837
"X1787",178.6,2.23931623931624
"X1788",178.7,2.26785714285714
"X1789",178.8,2.05263157894737
"X1790",178.9,2.10434782608696
"X1791",179,2.05454545454545
"X1792",179.1,2.20454545454545
"X1793",179.2,2.25531914893617
"X1794",179.3,2.03004291845494
"X1795",179.4,2.23788546255507
"X1796",179.5,2.28571428571429
"X1797",179.6,2.17180616740088
"X1798",179.7,2.12556053811659
"X1799",179.8,2.03030303030303
"X1800",179.9,2.12107623318386
"X1801",180,2.1953488372093
"X1802",180.1,2.20940170940171
"X1803",180.2,2.16309012875536
"X1804",180.3,2.1551724137931
"X1805",180.4,2.08928571428571
"X1806",180.5,2.25
"X1807",180.6,2.35344827586207
"X1808",180.7,2.13478260869565
"X1809",180.8,2.26548672566372
"X1810",180.9,2.18534482758621
"X1811",181,2.2
"X1812",181.1,2.19642857142857
"X1813",181.2,2.2092050209205
"X1814",181.3,2.25431034482759
"X1815",181.4,2.12334801762115
"X1816",181.5,2.21145374449339
"X1817",181.6,2.25806451612903
"X1818",181.7,2.12053571428571
"X1819",181.8,2.19480519480519
"X1820",181.9,2.13478260869565
"X1821",182,2.26890756302521
"X1822",182.1,2.29694323144105
"X1823",182.2,2.28181818181818
"X1824",182.3,2.14847161572052
"X1825",182.4,2.24358974358974
"X1826",182.5,2.33047210300429
"X1827",182.6,2.31034482758621
"X1828",182.7,2.34070796460177
"X1829",182.8,2.17521367521368
"X1830",182.9,2.31687242798354
"X1831",183,2.45652173913043
"X1832",183.1,2.23478260869565
"X1833",183.2,2.27555555555556
"X1834",183.3,2.23451327433628
"X1835",183.4,2.41201716738197
"X1836",183.5,2.31555555555556
"X1837",183.6,2.27004219409283
"X1838",183.7,2.29565217391304
"X1839",183.8,2.12888888888889
"X1840",183.9,2.25416666666667
"X1841",184,2.30901287553648
"X1842",184.1,2.30493273542601
"X1843",184.2,2.32034632034632
"X1844",184.3,2.28326180257511
"X1845",184.4,2.36283185840708
"X1846",184.5,2.28125
"X1847",184.6,2.22268907563025
"X1848",184.7,2.3974358974359
"X1849",184.8,2.35930735930736
"X1850",184.9,2.43171806167401
"X1851",185,2.33476394849785
"X1852",185.1,2.15720524017467
"X1853",185.2,2.2073732718894
"X1854",185.3,2.1875
"X1855",185.4,2.18834080717489
"X1856",185.5,2.2563025210084
"X1857",185.6,2.17488789237668
"X1858",185.7,2.10267857142857
"X1859",185.8,2.20720720720721
"X1860",185.9,2.25974025974026
"X1861",186,2.19650655021834
"X1862",186.1,2.45021645021645
"X1863",186.2,2.08370044052863
"X1864",186.3,2.42608695652174
"X1865",186.4,2.1228813559322
"X1866",186.5,2.18502202643172
"X1867",186.6,2.22972972972973
"X1868",186.7,2.31601731601732
"X1869",186.8,2.31277533039648
"X1870",186.9,2.44206008583691
"X1871",187,2.27272727272727
"X1872",187.1,2.10666666666667
"X1873",187.2,2.31799163179916
"X1874",187.3,2.30434782608696
"X1875",187.4,2.21212121212121
"X1876",187.5,2.24892703862661
"X1877",187.6,2.22457627118644
"X1878",187.7,2.42477876106195
"X1879",187.8,2.25112107623318
"X1880",187.9,2.2280701754386
"X1881",188,2.25541125541126
"X1882",188.1,2.32478632478632
"X1883",188.2,2.23605150214592
"X1884",188.3,2.36170212765957
"X1885",188.4,2.4453781512605
"X1886",188.5,2.31465517241379
"X1887",188.6,2.25777777777778
"X1888",188.7,2.18534482758621
"X1889",188.8,2.29545454545455
"X1890",188.9,2.2787610619469
"X1891",189,2.27111111111111
"X1892",189.1,2.33484162895928
"X1893",189.2,2.25663716814159
"X1894",189.3,2.28571428571429
"X1895",189.4,2.28691983122363
"X1896",189.5,2.20087336244541
"X1897",189.6,2.21120689655172
"X1898",189.7,2.17167381974249
"X1899",189.8,2.24034334763948
"X1900",189.9,2.26315789473684
"X1901",190,2.24122807017544
"X1902",190.1,2.13215859030837
"X1903",190.2,2.32456140350877
"X1904",190.3,2.25108225108225
"X1905",190.4,2.39055793991416
"X1906",190.5,2.30263157894737
"X1907",190.6,2.31858407079646
"X1908",190.7,2.3781512605042
"X1909",190.8,2.34666666666667
"X1910",190.9,2.34080717488789
"X1911",191,2.47727272727273
"X1912",191.1,2.40756302521008
"X1913",191.2,2.31004366812227
"X1914",191.3,2.29752066115702
"X1915",191.4,2.30530973451327
"X1916",191.5,2.3030303030303
"X1917",191.6,2.39732142857143
"X1918",191.7,2.38333333333333
"X1919",191.8,2.53246753246753
"X1920",191.9,2.44813278008299
"X1921",192,2.46052631578947
"X1922",192.1,2.46753246753247
"X1923",192.2,2.32340425531915
"X1924",192.3,2.39148936170213
"X1925",192.4,2.31277533039648
"X1926",192.5,2.2280701754386
"X1927",192.6,2.35064935064935
"X1928",192.7,2.21888412017167
"X1929",192.8,2.39316239316239
"X1930",192.9,2.55411255411255
"X1931",193,2.26696832579186
"X1932",193.1,2.24050632911392
"X1933",193.2,2.43347639484979
"X1934",193.3,2.28510638297872
"X1935",193.4,2.42127659574468
"X1936",193.5,2.3508064516129
"X1937",193.6,2.3695652173913
"X1938",193.7,2.47391304347826
"X1939",193.8,2.38362068965517
"X1940",193.9,2.38461538461538
"X1941",194,2.45762711864407
"X1942",194.1,2.4125
"X1943",194.2,2.4
"X1944",194.3,2.56016597510373
"X1945",194.4,2.45338983050847
"X1946",194.5,2.63291139240506
"X1947",194.6,2.66666666666667
"X1948",194.7,2.756
"X1949",194.8,2.83057851239669
"X1950",194.9,2.7469387755102
"X1951",195,2.53448275862069
"X1952",195.1,2.60995850622407
"X1953",195.2,2.80081300813008
"X1954",195.3,2.63713080168776
"X1955",195.4,2.67768595041322
"X1956",195.5,2.57851239669421
"X1957",195.6,2.63967611336032
"X1958",195.7,2.70901639344262
"X1959",195.8,2.80408163265306
"X1960",195.9,2.76016260162602
"X1961",196,2.888
"X1962",196.1,2.84920634920635
"X1963",196.2,2.65587044534413
"X1964",196.3,2.74485596707819
"X1965",196.4,2.82231404958678
"X1966",196.5,2.7265306122449
"X1967",196.6,2.76131687242798
"X1968",196.7,2.81927710843373
"X1969",196.8,2.72131147540984
"X1970",196.9,2.77290836653386
"X1971",197,2.83127572016461
"X1972",197.1,2.64
"X1973",197.2,2.84552845528455
"X1974",197.3,2.72881355932203
"X1975",197.4,2.68292682926829
"X1976",197.5,2.92916666666667
"X1977",197.6,2.78600823045267
"X1978",197.7,2.92916666666667
"X1979",197.8,2.75502008032129
"X1980",197.9,2.75744680851064
"X1981",198,2.88372093023256
"X1982",198.1,2.85425101214575
"X1983",198.2,2.728
"X1984",198.3,2.74476987447699
"X1985",198.4,2.95238095238095
"X1986",198.5,2.88446215139442
"X1987",198.6,2.8452380952381
"X1988",198.7,3.03529411764706
"X1989",198.8,3.10756972111554
"X1990",198.9,2.91764705882353
"X1991",199,3.03571428571429
"X1992",199.1,2.964
"X1993",199.2,2.72690763052209
"X1994",199.3,2.82157676348548
"X1995",199.4,2.6844262295082
"X1996",199.5,2.68825910931174
"X1997",199.6,3.01167315175097
"X1998",199.7,2.86454183266932
"X1999",199.8,2.64705882352941
"X2000",199.9,3.01185770750988
"X2001",200,3.308
"X2002",200.1,3.30434782608696
"X2003",200.2,3.50396825396825
"X2004",200.3,3.30522088353414
"X2005",200.4,3.51807228915663
"X2006",200.5,3.38888888888889
"X2007",200.6,3.61354581673307
"X2008",200.7,3.5643153526971
"X2009",200.8,3.4410480349345
"X2010",200.9,3.69651741293532
